Hotel Name,Price,Room Type,Rating,Number of ratings,Available Rooms,Max Occupancy Allowed,Address,Lat,Long,Map Link,Images,Oyo ID
OYO 75860 Green High,1730,Classic (2X),4.4,1675,13,3,"D-223, STREET NO-8 ,NEAR FRUIT POWER,METRO STATION, IN FRONT OF METRO GATE NO-5, LAXMI NAGAR, Delhi",28.631057,77.2773648,https://bit.ly/3xPdv9Y,"https://images.oyoroomscdn.com/uploads/hotel_image/106506/14a2eb8ea6bbf77d.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/ca01a3b83c3128e5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/bf6e7d5d365fdc37.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/c3ff89daf3d51060.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/6508c86068f9adf1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/3b0218fa667b4f7a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/7bc340743f56fa7e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/5abe4c134e46a7bf.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/e38a8e5ddc54236a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/2ffc20d511485e6d.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/4a61948f68708c81.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/520b2b5b9398296c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/1f061adbba422919.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/284ce1638a70bd06.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/82a7c5c5922fee77.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/9d1189e3ab6f037b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/e9591b173fd6a154.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/65daa53e9f4dd09c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/6a0fa7229aab780a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/842f549dc9483323.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/262569ced6369c62.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/92091ad17989ed84.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/f014e727fd4bb1ce.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/20dfb4af85a439c1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/c0f51b9dbf90336f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/c2de140b96fdc23a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/c12dbd4c8b1bb37d.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/7ca74998d21fe244.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/44485fa8da062c5f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/824f46b9773ab794.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/cc4df8d827ff6b9b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/106506/45e92ab2b48f4b5c.jpg",DEL2775
OYO 12519 Hotel Sun Palace,1528,Classic (2X),4.1,1428,11,3,"T-2394, Faiz Road, Karol Bagh, Delhi",28.6473924300827,77.1981995925307,http://bit.ly/2tCLgPA,"https://images.oyoroomscdn.com/uploads/hotel_image/19905/e49728402f08cdf5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/8c84926f74444f47.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/6956681694cc52b9.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/6b79cf7008599124.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/5a63de279ec9475a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/de697d1b72b4ce8e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/a69e8ef418af9cc5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/7c7ef6b770b5a66a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/ad754265a483213b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/761cb168d476c7f1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/7cb3530536da9255.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/e78d5fc0968df74c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/2730c532050960c7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/7ae6513646aac656.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/d970629dad59983c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/a378f8ad9eea9c73.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/cecd43f6acc7d8e6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/c6ae6cfc821efa18.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/d0bc58fcdcd8cd0a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/19905/d49c990f53993925.jpg",DEL906
OYO 70983 Hotel Citi Heart,1427,Classic (2X),,,13,3,"7a/66, WEA, Karol Bagh, Delhi",28.645284956287632,77.1830596961081,https://bit.ly/3g9CRJy,"https://images.oyoroomscdn.com/uploads/hotel_image/98578/14d9c5dbfa037b8b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/3eb23931cb25f6f0.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/24df1248e412f173.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/f17254f6a43b9e86.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/7051da8d8ee05358.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/fa5a30288de58c84.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/22ea90401c12a74f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/b7aafc52bbc97bf4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/9b342e21abfbc235.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/e0ac7a5755519964.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/d953898649946ead.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/80613a9097951cc7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/5f01e4dec506a1c4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/376e24b5a8785097.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/4c606fa96b25a86a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/eb2d1c6217c99da3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/6b300e6315df3e59.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/bde73094e0f56843.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/8b14ceeccd2266f6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/41935090fb8ba420.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/2e0ff8b86e88cc91.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/f739abdbbe4c567b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/cda31f50280d11b2.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/2aa420b0c5cfa815.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/98578/4eedae24230ef7c2.jpg",DEL2482
OYO 81563 Hotel M g h,1928,Deluxe (3X),,,20,3,"Rishi Vaishno Dhaba, Basant Road, Pahar ganj India, Delhi",28.6410877677862,77.2175639681518,https://bit.ly/3wBGHAf,"https://images.oyoroomscdn.com/uploads/hotel_image/113520/8b241dc7ea58b578.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/b311bf72aeba0073.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/dd35115fb24aa664.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/fcccea3ddae6250b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/6064f49650aa6711.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/adc32c8fcebe0c25.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/27f6c0a3683065c7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/d6f20be215736c20.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/cba73ee4905928f3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/3211a04db0b91de7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/bd470f202dd8c6fe.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/3078a2489c085da0.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/237336f0bc64c57c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/bc4726f2e63110ce.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/7c79e956deb6bb88.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/65a7e333a2829e30.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/b70cb009201f4805.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/33fa17db9f3bf6df.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/eab3eac47d33e82b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/27ce7f9f21d904d0.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/15c16771a632ec48.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/a7d34d193f39b24c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/7a28736b30401707.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/f25135f238f2dd5f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/56a65bdda7e0ceb6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/a17703119ae0de94.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/113520/b75501ef2574ad94.jpg",DEL3233
OYO 73324 Hotel Unwind,1682,Classic (2X),4.3,863,13,3,"Pocket 5, Sector 22, Rohini, Delhi",28.7196604709615,77.0639379322529,https://bit.ly/2xpuWEE,"https://images.oyoroomscdn.com/uploads/hotel_image/102809/67befd8cd59f86dc.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/5edfb2ee746fd662.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/49a790b159ae7cae.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/4de159a7d7b1a740.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/db43ee0fe468a486.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/330c51d7a24cf116.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/232fc5f6f6133fc6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/1078deb986c7656f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/ddbab495b360a6f6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/24cb8a19183d044f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/bac6b49e18ca4978.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/22707583f514b8d6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/5e140a3f189f9b66.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/3f553504a2dcec85.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/dc3dc6961b63b930.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/a074b03a7fa3ac1b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/102809/b6d6314235864713.jpg",DEL2604
OYO 82881 Comodo Inn,1596,Saver Double (X),,,3,2,"House no. 16, Satyaniketan main market, Moti Bagh 2, Opposite Venkateswara College, Delhi",28.5877646,77.1671292,https://bit.ly/3EnsAnr,"https://images.oyoroomscdn.com/uploads/hotel_image/115024/7420f74e105576e4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/ee705c28105ecd7e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/4fbf9274d5e9aa39.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/8753d20f5ab9aa4c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/6734dbb1accdb3c6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/aacd3d744493cbc4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/ba9a6a709994a616.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/cee7dda96db4a016.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/cfbc525f874e5068.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/84af75dd7563f0a5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/cb8d70436e12c0c1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/5851687813c3e473.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/d0e6c9f8bf10ad4c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/e247375d9b1bb4ac.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/928e4cacb206f669.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/a8c82d27ef4bf6dd.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115024/a9f569f5d6c0baa2.jpg",DEL3346
OYO 9269 Hotel The Cameron,1969,Deluxe (3X),3.7,618,17,3,"Jasola Vihar, Delhi",28.540693,77.296378,https://bit.ly/3B9iK6Z,"https://images.oyoroomscdn.com/uploads/hotel_image/15549/b9bbea80e63c0167.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/f5fa6af1c81fbfd3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/a121bcc5e049a073.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/5b25fe6aa8aec0c3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/7c89c2563fbc73a7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/b6c85cd278b676f0.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/dabc519870c757f5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/c4806ed78a64662f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/94eb788e6a15ec1b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/ccdcd50b6be19dc9.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/8b409baa95043217.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/8c8a7aab07f56743.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/71540b13bfb9b3c3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/79cd604f1c413444.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/29307409380e0208.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/15549/ce3d278a07827005.jpg",DEL785
OYO 8188 Vardhmaan Inn,1537,Classic (2X),,,21,3,"Plot No. 1521-27, Nai Walan, Karol Bagh, Delhi",28.6488333,77.1958333,https://bit.ly/3hC3p7g,"https://images.oyoroomscdn.com/uploads/hotel_image/13550/82d350cca99334f4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/87770d552d9e3f0a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/c17015900dc86da6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/38fe48535b6768c3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/b39cc84cf866676a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/3ad1990944fe0e3b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/f81f7aab925d9cdd.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/124dea4690174903.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/65306e1d26dfa0c0.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/b809e8c47f25ae33.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/24ccc2cf9296eed8.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/8a1a3d9df0ac50f5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/e025b17aa38ab0d4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/72efa4a5f61ddee6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/45290b16bbd9f8c8.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/2615e2ba61d7c795.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/26555e666c258e2e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/02217d29687e3272.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/88c17aaee4e0acef.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/518c4deb38e2c961.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/878360c70620cd66.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/fc8a537c5689a8a7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/8ddeeae6205b63bd.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/7dc2083ce2055b06.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/5117b934cf527c20.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/3161aece078bcd36.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/2f4c6cb5b75bf8fd.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/8dedad23088586b7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/548788fc79cb3e73.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/cd1ffe6e7dafb3e1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/a1902dc48b1dea6e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/13550/4c485c1a8d90cbc0.jpg",DEL704
OYO 463 Hotel Metro View Inn,1963,Classic (2X),4.1,1425,11,3,"Near Metro Pillar No.161, Delhi",28.643129,77.174133,https://bit.ly/3djpTGf,"https://images.oyoroomscdn.com/uploads/hotel_image/298/b9ffc817c34cb94a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/f2babcdd2b96c7e9.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/865d3ed36186ab2b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/ec9c6ed7e09a8ade.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/2f11f1960d4af21c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/1768d43dec154957.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/eba728f2fee2604f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/3eda5f4dcdee7cd2.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/adc5d16736a0ecbe.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/f1816d7190b66bdc.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/597a31f730bad8de.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/2485828a4e32fdb4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/8413bfeb8302e577.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/9df3159a48272c0d.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/5fc8eed8c2352d70.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/2d0ab70919811213.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/e25b9ce754fb221f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/7d69b6f98249e17c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/a0a8f457520100ab.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/eaec116c4a201a5d.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/e86495e300ada4d3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/164310cd9ad23f01.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/9f83e2a27341fcf6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/3e6f65fac930993d.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/683adc86693cf116.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/298/d4a17254fc0a0d29.jpg",DEL088
OYO 13277 Hotel Neelam Palace,2735,Classic (2X),4.7,292,17,3,"Arakashan Rd, Arya Nagar, Paharganj, Delhi",28.646181,77.213932,http://bit.ly/2UtXoQ7,"https://images.oyoroomscdn.com/uploads/hotel_image/35293/551c9b8b98383512.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/1b4562c508db7be4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/4d3d0f0716a038fc.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/fd50dd2c5711f946.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/789c2b101c65a1ba.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/25f518a54c56e129.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/d14aad3e893da3b1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/31159358291ed4b1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/88565dce7a85fb8c.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/a0a853a0fa1b83e7.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/4b4ac66fa6ec6806.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/80b5ffd4f8560e95.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/dae63bf3ccd647f4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/256e3a05a2834bbc.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/8f7afdc93519a4dd.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/9f955eede8803602.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/20d2ca7156af94d3.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/85d628ab22d1c5bb.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/e7f52d9b038910fa.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/515cb27e1f37f975.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/6a4284594d1b303a.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/0b9159eba8c17e4f.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/d06430a07dc6e563.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/a4002e2686508384.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/4be7cf87a4d631c5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/35293/e7987b2d999adfa1.jpg",DEL933
OYO 49587 Hotel Sai,1367,Saver Double (X),,,12,2,"Keval park extension, ension, near sri sai guest house, opposite metro piller no. 78, Indra Nagar, A Block, Panchwathi, Azadpur, Delhi",28.713726,77.174813,http://bit.ly/2ofKeXW,"https://images.oyoroomscdn.com/uploads/hotel_image/79736/ca44dc14232d00e5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/578efa5ac69e7f08.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/5e7781e65db95494.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/eb80017febfd7241.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/b2e02b5942001f90.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/535faa382c64ac21.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/4ce298b563bffdad.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/ca55a465babf709e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/5d645ec563229c0b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/9ddb3a42acf68cd2.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/ae948f385d9a35dd.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/5f6eecfcd0be9dc6.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/66c08402e877c2c1.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/f74b6a408f3162ff.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/a0bb88bbd2552dcb.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/f0b6430433e125e8.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/ee84183051d4c9ad.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/16bf0e7aead07894.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/79736/f7b5cb8b9f3d6ff1.jpg",DEL1971
Townhouse  83128 The Royal Galaxy,1651,Deluxe (3X),,,31,3,"Sector 12, Dwarka, Dwarka Tehsil, South West Delhi, Delhi, 110078, India, Delhi",28.5939296,77.0418782,https://bit.ly/3kPSvfX,"https://images.oyoroomscdn.com/uploads/hotel_image/115298/e7ff11a0943845c4.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/351c979849fd46ac.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/3569f20162b8047e.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/18932ac0fcf4d1d5.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/4e6fe1e7630447fb.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/2b65f0e42a3b696b.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/bc3ef49218d28e64.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/5e8482e732906b66.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/77874a818c009d11.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/5666405a37ea7949.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/1069506271ac0220.jpg,https://images.oyoroomscdn.com/uploads/hotel_image/115298/27c464dda0b12844.jpg",DEL3363
